Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,369,Research & Development,8,College Graduate,Life Sciences,Moderate Satisfaction,Female,92,High Involvement,Junior Level,Manufacturing Director,Low Satisfaction,Married,6516,5041,2,Yes,16,Excellent Performance,Moderate Satisfaction,1,18,3,Better Balance,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,High School or Below,Medical,Moderate Satisfaction,Male,91,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Divorced,3907,3622,1,No,13,Excellent Performance,Moderate Satisfaction,3,6,2,Excellent Balance,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,Master’s Degree,Life Sciences,High Satisfaction,Male,34,High Involvement,Junior Level,Healthcare Representative,Moderate Satisfaction,Single,5562,9697,6,No,14,Excellent Performance,Very High Satisfaction,0,19,3,Better Balance,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,Master’s Degree,Life Sciences,Very High Satisfaction,Male,49,High Involvement,Junior Level,Manufacturing Director,High Satisfaction,Married,6883,5151,2,No,16,Excellent Performance,Moderate Satisfaction,1,17,3,Better Balance,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,High School or Below,Life Sciences,Moderate Satisfaction,Male,33,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2862,3811,1,No,12,Excellent Performance,Moderate Satisfaction,1,10,2,Good Balance,10,0,0,8
47,No,Non-Travel,543,Sales,2,Master’s Degree,Marketing,High Satisfaction,Male,87,High Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Married,4978,3536,7,No,11,Excellent Performance,Very High Satisfaction,1,4,3,Poor Balance,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,74,High Involvement,Mid Level,Sales Executive,Very High Satisfaction,Divorced,10368,5596,4,Yes,12,Excellent Performance,Moderate Satisfaction,1,13,5,Good Balance,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,Doctorate,Marketing,Moderate Satisfaction,Male,96,Moderate Involvement,Junior Level,Sales Executive,Low Satisfaction,Divorced,6134,8658,5,Yes,13,Excellent Performance,Moderate Satisfaction,3,16,3,Better Balance,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,College Graduate,Life Sciences,Low Satisfaction,Male,34,Low Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Single,6735,12147,6,No,15,Excellent Performance,Moderate Satisfaction,0,10,2,Better Balance,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,High School or Below,Medical,High Satisfaction,Female,51,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Single,3295,12862,1,No,13,Excellent Performance,High Satisfaction,0,3,3,Poor Balance,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,High School or Below,Technical Degree,Very High Satisfaction,Female,30,High Involvement,Junior Level,Manufacturing Director,Very High Satisfaction,Single,5238,6670,2,No,20,Outstanding Performance,Very High Satisfaction,0,9,3,Good Balance,5,4,1,4
39,No,Non-Travel,792,Research & Development,1,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,77,High Involvement,Junior Level,Laboratory Technician,Very High Satisfaction,Married,6472,8989,1,Yes,15,Excellent Performance,Very High Satisfaction,1,9,2,Better Balance,9,8,5,8
32,No,Travel_Rarely,371,Sales,19,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,80,Low Involvement,Mid Level,Sales Executive,High Satisfaction,Married,9610,3840,3,No,13,Excellent Performance,High Satisfaction,1,10,2,Poor Balance,4,3,0,2
40,No,Travel_Rarely,611,Sales,7,Master’s Degree,Medical,Moderate Satisfaction,Male,88,High Involvement,Executive Level,Manager,Moderate Satisfaction,Single,19833,4349,1,No,14,Excellent Performance,Moderate Satisfaction,0,21,3,Good Balance,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,4,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,56,Low Involvement,Mid Level,Human Resources,High Satisfaction,Married,9756,6595,4,No,21,Outstanding Performance,High Satisfaction,2,9,2,Excellent Balance,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2,Master’s Degree,Technical Degree,Very High Satisfaction,Female,78,Moderate Involvement,Entry Level,Research Scientist,Low Satisfaction,Single,4968,26427,0,No,16,Excellent Performance,Very High Satisfaction,0,10,2,Better Balance,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,10,Bachelor’s Degree,Medical,Low Satisfaction,Male,59,High Involvement,Entry Level,Human Resources,Very High Satisfaction,Married,2145,2097,0,No,14,Excellent Performance,Very High Satisfaction,1,3,2,Better Balance,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor’s Degree,Human Resources,High Satisfaction,Female,66,Moderate Involvement,Entry Level,Human Resources,Very High Satisfaction,Divorced,2180,9732,6,No,11,Excellent Performance,High Satisfaction,1,6,0,Good Balance,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5,Bachelor’s Degree,Technical Degree,Low Satisfaction,Male,51,High Involvement,Junior Level,Sales Executive,High Satisfaction,Married,8346,20943,1,No,19,Excellent Performance,High Satisfaction,1,6,3,Better Balance,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8,Bachelor’s Degree,Medical,High Satisfaction,Female,67,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Single,3445,6152,1,No,11,Excellent Performance,High Satisfaction,0,6,5,Good Balance,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,Bachelor’s Degree,Marketing,Moderate Satisfaction,Female,52,Low Involvement,Entry Level,Sales Representative,Moderate Satisfaction,Single,2760,14630,1,No,13,Excellent Performance,High Satisfaction,0,2,3,Better Balance,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,70,Very High Involvement,Junior Level,Healthcare Representative,High Satisfaction,Single,6294,23060,8,Yes,12,Excellent Performance,Very High Satisfaction,0,10,5,Excellent Balance,3,2,0,2
30,No,Travel_Rarely,979,Sales,15,College Graduate,Marketing,High Satisfaction,Male,94,Moderate Involvement,Mid Level,Sales Executive,Low Satisfaction,Divorced,7140,3088,2,No,11,Excellent Performance,Low Satisfaction,1,12,2,Better Balance,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,Master’s Degree,Medical,Very High Satisfaction,Male,97,Very High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2932,5586,0,Yes,14,Excellent Performance,Low Satisfaction,3,6,3,Better Balance,5,0,1,2
33,No,Non-Travel,1283,Sales,2,Bachelor’s Degree,Marketing,Very High Satisfaction,Female,62,High Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Single,5147,10697,8,No,15,Excellent Performance,Very High Satisfaction,0,13,2,Good Balance,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11,Master’s Degree,Marketing,Very High Satisfaction,Female,80,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,4507,8191,3,No,12,Excellent Performance,High Satisfaction,0,8,1,Excellent Balance,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,Bachelor’s Degree,Life Sciences,Low Satisfaction,Female,74,High Involvement,Mid Level,Sales Executive,Low Satisfaction,Single,8564,10092,2,Yes,20,Outstanding Performance,High Satisfaction,0,11,2,Good Balance,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,College Graduate,Medical,High Satisfaction,Female,75,Moderate Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Married,2468,15963,4,No,14,Excellent Performance,Moderate Satisfaction,1,9,4,Good Balance,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,Master’s Degree,Marketing,Low Satisfaction,Male,70,High Involvement,Mid Level,Sales Executive,High Satisfaction,Married,8161,19002,2,No,13,Excellent Performance,Low Satisfaction,3,10,2,Better Balance,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,4,Bachelor’s Degree,Technical Degree,Very High Satisfaction,Female,91,Moderate Involvement,Entry Level,Research Scientist,Low Satisfaction,Divorced,2109,10007,1,No,13,Excellent Performance,High Satisfaction,1,1,2,Better Balance,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,16,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,58,Very High Involvement,Junior Level,Healthcare Representative,High Satisfaction,Married,5294,9128,3,No,16,Excellent Performance,High Satisfaction,1,10,3,Better Balance,7,0,1,7
32,No,Non-Travel,953,Research & Development,5,Master’s Degree,Technical Degree,Moderate Satisfaction,Male,65,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Single,2718,17674,2,No,14,Excellent Performance,Moderate Satisfaction,0,12,3,Better Balance,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,18,Bachelor’s Degree,Medical,Moderate Satisfaction,Male,60,Low Involvement,Junior Level,Healthcare Representative,Very High Satisfaction,Married,5811,24539,3,Yes,16,Excellent Performance,High Satisfaction,1,15,2,Better Balance,1,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor’s Degree,Technical Degree,High Satisfaction,Male,38,Moderate Involvement,Entry Level,Research Scientist,High Satisfaction,Married,2437,15587,9,Yes,16,Excellent Performance,Very High Satisfaction,1,6,4,Better Balance,1,0,0,0
42,No,Travel_Rarely,855,Research & Development,12,Bachelor’s Degree,Medical,Moderate Satisfaction,Male,57,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Divorced,2766,8952,8,No,22,Outstanding Performance,Moderate Satisfaction,3,7,6,Good Balance,5,3,0,4
55,No,Travel_Rarely,478,Research & Development,2,Bachelor’s Degree,Medical,High Satisfaction,Male,60,Moderate Involvement,Executive Level,Research Director,Low Satisfaction,Married,19038,19805,8,No,12,Excellent Performance,Moderate Satisfaction,3,34,2,Better Balance,1,0,0,0
33,No,Non-Travel,775,Research & Development,4,Bachelor’s Degree,Technical Degree,Very High Satisfaction,Male,90,High Involvement,Junior Level,Research Scientist,Moderate Satisfaction,Divorced,3055,6194,5,No,15,Excellent Performance,Very High Satisfaction,2,11,2,Good Balance,9,8,1,7
41,No,Travel_Rarely,548,Research & Development,9,Master’s Degree,Life Sciences,High Satisfaction,Male,94,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Divorced,2289,20520,1,No,20,Outstanding Performance,Moderate Satisfaction,2,5,2,Better Balance,5,3,0,4
34,No,Non-Travel,1375,Sales,10,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,87,High Involvement,Junior Level,Sales Executive,High Satisfaction,Divorced,4001,12313,1,Yes,14,Excellent Performance,High Satisfaction,1,15,3,Better Balance,15,14,0,7
53,No,Non-Travel,661,Research & Development,1,Master’s Degree,Medical,Low Satisfaction,Female,60,Moderate Involvement,Senior Level,Manufacturing Director,High Satisfaction,Married,12965,22308,4,Yes,20,Outstanding Performance,Very High Satisfaction,3,27,2,Good Balance,3,2,0,2
43,No,Travel_Rarely,244,Human Resources,2,Bachelor’s Degree,Life Sciences,Moderate Satisfaction,Male,97,High Involvement,Entry Level,Human Resources,Very High Satisfaction,Single,3539,5033,0,No,13,Excellent Performance,Moderate Satisfaction,0,10,5,Better Balance,9,7,1,8
34,No,Travel_Rarely,511,Sales,3,College Graduate,Life Sciences,Very High Satisfaction,Female,32,Low Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,6029,25353,5,No,12,Excellent Performance,Low Satisfaction,0,6,3,Better Balance,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,High School or Below,Marketing,Moderate Satisfaction,Male,31,High Involvement,Entry Level,Sales Representative,Moderate Satisfaction,Single,2679,4567,1,No,13,Excellent Performance,Moderate Satisfaction,0,1,3,Better Balance,1,0,1,0
38,No,Travel_Rarely,1153,Research & Development,6,College Graduate,Other,Very High Satisfaction,Female,40,Moderate Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,3702,16376,1,No,11,Excellent Performance,Moderate Satisfaction,1,5,3,Better Balance,5,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,8,High School or Below,Medical,High Satisfaction,Female,79,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Married,2398,15999,1,Yes,17,Excellent Performance,High Satisfaction,0,1,6,Better Balance,1,0,0,0
31,No,Travel_Rarely,196,Sales,29,Master’s Degree,Marketing,Low Satisfaction,Female,91,Moderate Involvement,Junior Level,Sales Executive,Very High Satisfaction,Married,5468,13402,1,No,14,Excellent Performance,Low Satisfaction,2,13,3,Better Balance,12,7,5,7
51,No,Travel_Rarely,942,Research & Development,3,Bachelor’s Degree,Technical Degree,Low Satisfaction,Female,53,High Involvement,Mid Level,Manager,High Satisfaction,Married,13116,22984,2,No,11,Excellent Performance,Very High Satisfaction,0,15,2,Better Balance,2,2,2,2
37,No,Travel_Rarely,589,Sales,9,College Graduate,Marketing,Moderate Satisfaction,Male,46,Moderate Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Married,4189,8800,1,No,14,Excellent Performance,Low Satisfaction,2,5,2,Better Balance,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,2,Master’s Degree,Medical,High Satisfaction,Male,46,High Involvement,Executive Level,Research Director,Very High Satisfaction,Divorced,19328,14218,7,Yes,17,Excellent Performance,High Satisfaction,1,24,3,Better Balance,2,1,2,2
36,No,Travel_Rarely,1383,Research & Development,10,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,90,High Involvement,Mid Level,Healthcare Representative,Low Satisfaction,Married,8321,25949,7,Yes,13,Excellent Performance,Very High Satisfaction,1,15,1,Better Balance,12,8,5,7
44,Yes,Travel_Frequently,429,Research & Development,1,College Graduate,Medical,High Satisfaction,Male,99,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Divorced,2342,11092,1,Yes,12,Excellent Performance,High Satisfaction,3,6,2,Good Balance,5,3,2,3
37,No,Travel_Rarely,1239,Human Resources,8,College Graduate,Other,High Satisfaction,Male,89,High Involvement,Junior Level,Human Resources,Moderate Satisfaction,Divorced,4071,12832,2,No,13,Excellent Performance,High Satisfaction,0,19,4,Good Balance,10,0,4,7
35,Yes,Travel_Rarely,303,Sales,27,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,84,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,5813,13492,1,Yes,18,Excellent Performance,Very High Satisfaction,0,10,2,Better Balance,10,7,7,7
33,No,Travel_Rarely,867,Research & Development,8,Master’s Degree,Life Sciences,Very High Satisfaction,Male,90,Very High Involvement,Entry Level,Research Scientist,Low Satisfaction,Married,3143,6076,6,No,19,Excellent Performance,Moderate Satisfaction,1,14,1,Better Balance,10,8,7,6
28,No,Travel_Rarely,1181,Research & Development,1,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,82,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2044,5531,1,No,11,Excellent Performance,High Satisfaction,1,5,6,Excellent Balance,5,3,0,3
39,No,Travel_Rarely,1253,Research & Development,10,High School or Below,Medical,High Satisfaction,Male,65,High Involvement,Mid Level,Research Director,High Satisfaction,Single,13464,7914,7,No,21,Outstanding Performance,High Satisfaction,0,9,3,Better Balance,4,3,2,2
46,No,Non-Travel,849,Sales,26,College Graduate,Life Sciences,Moderate Satisfaction,Male,98,Moderate Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Single,7991,25166,8,No,15,Excellent Performance,High Satisfaction,0,6,3,Better Balance,2,2,2,2
40,No,Travel_Rarely,616,Research & Development,2,College Graduate,Life Sciences,High Satisfaction,Female,99,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Married,3377,25605,4,No,17,Excellent Performance,Very High Satisfaction,1,7,5,Good Balance,4,3,0,2
42,No,Travel_Rarely,1128,Research & Development,13,Bachelor’s Degree,Medical,Moderate Satisfaction,Male,95,Very High Involvement,Junior Level,Healthcare Representative,Low Satisfaction,Married,5538,5696,5,No,18,Excellent Performance,High Satisfaction,2,10,2,Good Balance,0,0,0,0
35,No,Non-Travel,1180,Research & Development,2,College Graduate,Medical,Moderate Satisfaction,Male,90,High Involvement,Junior Level,Manufacturing Director,Very High Satisfaction,Divorced,5762,24442,2,No,14,Excellent Performance,High Satisfaction,1,15,6,Better Balance,7,7,1,7
38,No,Non-Travel,1336,Human Resources,2,Bachelor’s Degree,Human Resources,Low Satisfaction,Male,100,High Involvement,Entry Level,Human Resources,Moderate Satisfaction,Divorced,2592,7129,5,No,13,Excellent Performance,Very High Satisfaction,3,13,3,Better Balance,11,10,3,8
34,Yes,Travel_Frequently,234,Research & Development,9,Master’s Degree,Life Sciences,Very High Satisfaction,Male,93,High Involvement,Junior Level,Laboratory Technician,Low Satisfaction,Married,5346,6208,4,No,17,Excellent Performance,High Satisfaction,1,11,3,Good Balance,7,1,0,7
37,Yes,Travel_Rarely,370,Research & Development,10,Master’s Degree,Medical,Very High Satisfaction,Male,58,High Involvement,Junior Level,Manufacturing Director,Low Satisfaction,Single,4213,4992,1,No,15,Excellent Performance,Moderate Satisfaction,0,10,4,Poor Balance,10,3,0,8
39,No,Travel_Frequently,766,Sales,20,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,83,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,4127,19188,2,No,18,Excellent Performance,Very High Satisfaction,1,7,6,Better Balance,2,1,2,2
